Given1,Given2,Gender,Py1,Py2,IPA1,IPA2,open_syll_p,hi_nuc_p,bk_nuc_p,rd_nuc_p,ons_p,obsr_ons_p,non_cor_ons_p
建,翔,1,jiàn,xiáng,tɕjɛn,ɕjɑŋ,0.0,0.0,0.5,0.0,1.0,1.0,0.0
作,木,1,zuò,mù,tswo,mu,1.0,0.5,1.0,1.0,1.0,0.5,0.5
光,肃,1,guāng,sù,kwaŋ,su,0.5,0.5,0.5,0.5,1.0,1.0,0.5
登,山,1,dēng,shān,təŋ,ʂan,0.0,0.0,0.0,0.0,1.0,1.0,0.0
玉,桢,1,yù,zhēn,y,tʂən,0.5,0.5,0.0,0.5,0.5,1.0,0.0
宝,德,1,bǎo,dé,paw,tɤ,1.0,0.0,0.5,0.0,1.0,1.0,0.5
雨,涵,0,yǔ,hán,y,xan,0.5,0.5,0.0,0.5,0.5,1.0,1.0
方,兵,1,fāng,bīng,faŋ,piŋ,0.0,0.5,0.0,0.0,1.0,1.0,1.0
海,兵,1,hǎi,bīng,xaj,piŋ,0.5,0.5,0.0,0.0,1.0,1.0,1.0
振,军,1,zhèn,jūn,tʂən,tɕyn,0.0,0.5,0.0,0.5,1.0,1.0,0.0
美,子,0,měi,zǐ,mej,tsɿ,1.0,0.0,0.0,0.0,1.0,0.5,0.5
三,权,1,sān,quán,san,tɕʰɥan,0.0,0.0,0.0,0.0,1.0,1.0,0.0
世,媛,0,shì,yuán,ʂʅ,ɥan,0.5,0.0,0.0,0.0,0.5,1.0,0.0
金,元,1,jīn,yuán,tɕin,ɥan,0.0,0.5,0.0,0.0,0.5,1.0,0.0
洪,振,1,hóng,zhèn,xuŋ,tʂən,0.0,0.5,0.5,0.5,1.0,1.0,0.5
创,志,1,chuàng,zhì,tʂʰwaŋ,tʂʅ,0.5,0.0,0.0,0.0,1.0,1.0,0.0
家,辑,1,jiā,jí,tɕja,tɕi,1.0,0.5,0.0,0.0,1.0,1.0,0.0
星,盛,1,xīng,shèng,ɕiŋ,ʂəŋ,0.0,0.5,0.0,0.0,1.0,1.0,0.0
握,璋,1,wò,zhāng,wo,tʂaŋ,0.5,0.0,0.5,0.5,0.5,1.0,0.0
绍,祥,1,shào,xiáng,ʂaw,ɕjɑŋ,0.5,0.0,0.5,0.0,1.0,1.0,0.0
缙,珏,0,jìn,jué,tɕin,tɕɥɛ,0.5,0.5,0.0,0.0,1.0,1.0,0.0
靖,宇,1,jìng,yǔ,tɕiŋ,y,0.5,1.0,0.0,0.5,0.5,1.0,0.0
海,阳,1,hǎi,yáng,xaj,jɑŋ,0.5,0.0,0.5,0.0,0.5,1.0,1.0
芷,彤,0,zhǐ,tóng,tʂʅ,tʰuŋ,0.5,0.5,0.5,0.5,1.0,1.0,0.0
才,旺,1,cái,wàng,tsʰaj,waŋ,0.5,0.0,0.0,0.0,0.5,1.0,0.0
秀,瑾,1,xiù,jǐn,ɕjəw,tɕin,0.5,0.5,0.0,0.0,1.0,1.0,0.0
晓,文,1,xiǎo,wén,ɕjaw,wən,0.5,0.0,0.0,0.0,0.5,1.0,0.0
锡,波,1,xī,bō,ɕi,po,1.0,0.5,0.5,0.5,1.0,1.0,0.5
三,定,1,sān,dìng,san,tiŋ,0.0,0.5,0.0,0.0,1.0,1.0,0.0
敦,林,1,dūn,lín,twən,lin,0.0,0.5,0.0,0.0,1.0,0.5,0.0
飞,龙,1,fēi,lóng,fej,luŋ,0.5,0.5,0.5,0.5,1.0,0.5,0.5
克,明,1,kè,míng,kʰɤ,miŋ,0.5,0.5,0.5,0.0,1.0,0.5,1.0
明,聪,1,míng,cōng,miŋ,tsʰuŋ,0.0,1.0,0.5,0.5,1.0,0.5,0.5
林,干,1,lín,gàn,lin,kan,0.0,0.5,0.0,0.0,1.0,0.5,0.5
茂,干,1,mào,gàn,maw,kan,0.5,0.0,0.0,0.0,1.0,0.5,1.0
刊,0,0,kān,0,kʰan,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
紫,凝,0,zǐ,níng,tsɿ,niŋ,0.5,0.5,0.0,0.0,1.0,0.5,0.0
喆,0,0,zhé,0,tʂɤ,0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
应,绪,1,yīng,xù,iŋ,ɕy,0.5,1.0,0.0,0.5,0.5,1.0,0.0
爱,华,1,ài,huá,aj,xwa,1.0,0.0,0.0,0.0,0.5,1.0,1.0
元,0,1,yuán,0,ɥan,0,0.0,0.0,0.0,0.0,0.0,0,0
荟,羽,0,huì,yǔ,xwej,y,1.0,0.5,0.0,0.5,0.5,1.0,1.0
荣,样,1,róng,yàng,ʐuŋ,jɑŋ,0.0,0.5,1.0,0.5,0.5,1.0,0.0
赐,东,1,cì,dōng,tsʰɿ,tuŋ,0.5,0.5,0.5,0.5,1.0,1.0,0.0
亦,兵,1,yì,bīng,i,piŋ,0.5,1.0,0.0,0.0,0.5,1.0,1.0
锡,芳,1,xī,fāng,ɕi,faŋ,0.5,0.5,0.0,0.0,1.0,1.0,0.5
年,富,1,nián,fù,njɛn,fu,0.5,0.5,0.5,0.5,1.0,0.5,0.5
梦,迪,0,mèng,dí,məŋ,ti,0.5,0.5,0.0,0.0,1.0,0.5,0.5
俊,斌,1,jùn,bīn,tɕyn,pin,0.0,1.0,0.0,0.5,1.0,1.0,0.5
恬,汝,1,tián,rǔ,tʰjɛn,ʐu,0.5,0.5,0.5,0.5,1.0,1.0,0.0
芸,0,0,yún,0,yn,0,0.0,1.0,0.0,1.0,0.0,0,0
赤,锋,1,chì,fēng,tʂʰʅ,fəŋ,0.5,0.0,0.0,0.0,1.0,1.0,0.5
云,亭,1,yún,tíng,yn,tʰiŋ,0.0,1.0,0.0,0.5,0.5,1.0,0.0
志,向,1,zhì,xiàng,tʂʅ,ɕjɑŋ,0.5,0.0,0.5,0.0,1.0,1.0,0.0
永,起,1,yǒng,qǐ,yŋ,tɕʰi,0.5,1.0,0.0,0.5,0.5,1.0,0.0
现,刚,1,xiàn,gāng,ɕjɛn,kaŋ,0.0,0.0,0.0,0.0,1.0,1.0,0.5
乐,宇,1,lè,yǔ,lɤ,y,1.0,0.5,0.5,0.5,0.5,0.0,0.0
沛,佩,0,pèi,pèi,pʰej,pʰej,1.0,0.0,0.0,0.0,1.0,1.0,1.0
文,卫,1,wén,wèi,wən,wej,0.5,0.0,0.0,0.0,0.0,0,0
公,醉,1,gōng,zuì,kuŋ,tswej,0.5,0.5,0.5,0.5,1.0,1.0,0.5
雨,锡,0,yǔ,xī,y,ɕi,1.0,1.0,0.0,0.5,0.5,1.0,0.0
曙,明,1,shǔ,míng,ʂu,miŋ,0.5,1.0,0.5,0.5,1.0,0.5,0.5
飞,0,1,fēi,0,fej,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
维,仲,1,wéi,zhòng,wej,tʂuŋ,0.5,0.5,0.5,0.5,0.5,1.0,0.0
小,国,1,xiǎo,guó,ɕjaw,kwo,1.0,0.0,0.5,0.5,1.0,1.0,0.5
全,波,1,quán,bō,tɕʰɥan,po,0.5,0.0,0.5,0.5,1.0,1.0,0.5
粤,贵,1,yuè,guì,ɥɛ,kwej,1.0,0.0,0.0,0.0,0.5,1.0,1.0
宗,跃,1,zōng,yuè,tsuŋ,ɥɛ,0.5,0.5,0.5,0.5,0.5,1.0,0.0
立,坚,1,lì,jiān,li,tɕjɛn,0.5,0.5,0.0,0.0,1.0,0.5,0.0
朝,峰,1,cháo,fēng,tʂʰaw,fəŋ,0.5,0.0,0.0,0.0,1.0,1.0,0.5
广,文,1,guǎng,wén,kwaŋ,wən,0.0,0.0,0.0,0.0,0.5,1.0,1.0
自,贤,1,zì,xián,tsɿ,ɕjɛn,0.5,0.0,0.0,0.0,1.0,1.0,0.0
新,松,1,xīn,sōng,ɕin,suŋ,0.0,1.0,0.5,0.5,1.0,1.0,0.0
贞,坚,1,zhēn,jiān,tʂən,tɕjɛn,0.0,0.0,0.0,0.0,1.0,1.0,0.0
爱,刚,1,ài,gāng,aj,kaŋ,0.5,0.0,0.0,0.0,0.5,1.0,1.0
成,杰,1,chéng,jié,tʂʰəŋ,tɕjɛ,0.5,0.0,0.0,0.0,1.0,1.0,0.0
渲,茗,1,xuàn,míng,ɕɥan,miŋ,0.0,0.5,0.0,0.0,1.0,0.5,0.5
邦,品,1,bāng,pǐn,paŋ,pʰin,0.0,0.5,0.0,0.0,1.0,1.0,1.0
义,彪,1,yì,biāo,i,pjaw,1.0,0.5,0.0,0.0,0.5,1.0,1.0
朝,华,1,cháo,huá,tʂʰaw,xwa,1.0,0.0,0.0,0.0,1.0,1.0,0.5
罗,艺,0,luó,yì,lwo,i,1.0,0.5,0.5,0.5,0.5,0.0,0.0
青,云,1,qīng,yún,tɕʰiŋ,yn,0.0,1.0,0.0,0.5,0.5,1.0,0.0
惠,美,0,huì,měi,xwej,mej,1.0,0.0,0.0,0.0,1.0,0.5,1.0
宗,璋,1,zōng,zhāng,tsuŋ,tʂaŋ,0.0,0.5,0.5,0.5,1.0,1.0,0.0
德,0,1,dé,0,tɤ,0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
守,尧,1,shǒu,yáo,ʂow,jaw,1.0,0.0,0.5,0.5,0.5,1.0,0.0
必,忠,1,bì,zhōng,pi,tʂuŋ,0.5,1.0,0.5,0.5,1.0,1.0,0.5
胜,民,1,shèng,mín,ʂəŋ,min,0.0,0.5,0.0,0.0,1.0,0.5,0.5
淮,生,1,huái,shēng,xwaj,ʂəŋ,0.5,0.0,0.0,0.0,1.0,1.0,0.5
甜,0,0,tián,0,tʰjɛn,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
异,波,1,yì,bō,i,po,1.0,0.5,0.5,0.5,0.5,1.0,1.0
振,伟,1,zhèn,wěi,tʂən,wej,0.5,0.0,0.0,0.0,0.5,1.0,0.0
雨,森,1,yǔ,sēn,y,sən,0.5,0.5,0.0,0.5,0.5,1.0,0.0
挥,戈,1,huī,gē,xwej,kɤ,1.0,0.0,0.5,0.0,1.0,1.0,1.0
蓬,桦,1,péng,huà,pʰəŋ,xwa,0.5,0.0,0.0,0.0,1.0,1.0,1.0
璐,0,0,lù,0,lu,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
冬,冬,1,dōng,dōng,tuŋ,tuŋ,0.0,1.0,1.0,1.0,1.0,1.0,0.0
光,富,1,guāng,fù,kwaŋ,fu,0.5,0.5,0.5,0.5,1.0,1.0,1.0
安,琪,0,ān,qí,an,tɕʰi,0.5,0.5,0.0,0.0,0.5,1.0,0.0
堉,倩,0,yù,qiàn,y,tɕʰjɛn,0.5,0.5,0.0,0.5,0.5,1.0,0.0
乃,苓,1,nǎi,líng,naj,liŋ,0.5,0.5,0.0,0.0,1.0,0.0,0.0
宝,烈,1,bǎo,liè,paw,ljɛ,1.0,0.0,0.0,0.0,1.0,0.5,0.5
澍,龙,1,shù,lóng,ʂu,luŋ,0.5,1.0,1.0,1.0,1.0,0.5,0.0
灿,辉,1,càn,huī,tsʰan,xwej,0.5,0.0,0.0,0.0,1.0,1.0,0.5
如,鹏,1,rú,péng,ʐu,pʰəŋ,0.5,0.5,0.5,0.5,1.0,1.0,0.5
婉,芸,0,wǎn,yún,wan,yn,0.0,0.5,0.0,0.5,0.0,0,0
兴,国,1,xīng,guó,ɕiŋ,kwo,0.5,0.5,0.5,0.5,1.0,1.0,0.5
鸿,宇,0,hóng,yǔ,xuŋ,y,0.5,1.0,0.5,1.0,0.5,1.0,1.0
亦,达,1,yì,dá,i,ta,1.0,0.5,0.0,0.0,0.5,1.0,0.0
舒,靓,0,shū,liàng,ʂu,ljɑŋ,0.5,0.5,1.0,0.5,1.0,0.5,0.0
玉,高,1,yù,gāo,y,kaw,1.0,0.5,0.0,0.5,0.5,1.0,1.0
玉,增,1,yù,zēng,y,tsəŋ,0.5,0.5,0.0,0.5,0.5,1.0,0.0
柏,蔷,1,bǎi,qiáng,paj,tɕʰjɑŋ,0.5,0.0,0.5,0.0,1.0,1.0,0.5
犇,0,1,bēn,0,pən,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
孝,珍,0,xiào,zhēn,ɕjaw,tʂən,0.5,0.0,0.0,0.0,1.0,1.0,0.0
宗,礼,1,zōng,lǐ,tsuŋ,li,0.5,1.0,0.5,0.5,1.0,0.5,0.0
莉,莹,0,lì,yíng,li,iŋ,0.5,1.0,0.0,0.0,0.5,0.0,0.0
珊,珊,0,shān,shān,ʂan,ʂan,0.0,0.0,0.0,0.0,1.0,1.0,0.0
炜,一,1,wěi,yī,wej,i,1.0,0.5,0.0,0.0,0.0,0,0
迪,勋,1,dí,xūn,ti,ɕyn,0.5,1.0,0.0,0.5,1.0,1.0,0.0
浩,明,1,hào,míng,xaw,miŋ,0.5,0.5,0.0,0.0,1.0,0.5,1.0
聘,0,1,pìn,0,pʰin,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
有,信,1,yǒu,xìn,jəw,ɕin,0.5,0.5,0.0,0.0,0.5,1.0,0.0
誉,华,1,yù,huá,y,xwa,1.0,0.5,0.0,0.5,0.5,1.0,1.0
凤,显,1,fèng,xiǎn,fəŋ,ɕjɛn,0.0,0.0,0.0,0.0,1.0,1.0,0.5
福,宏,1,fú,hóng,fu,xuŋ,0.5,1.0,1.0,1.0,1.0,1.0,1.0
岱,佛,1,dài,fó,taj,fo,1.0,0.0,0.5,0.5,1.0,1.0,0.5
传,洲,1,chuán,zhōu,tʂʰwan,tʂow,0.5,0.0,0.5,0.5,1.0,1.0,0.0
铁,成,1,tiě,chéng,tʰjɛ,tʂʰəŋ,0.5,0.0,0.0,0.0,1.0,1.0,0.0
沁,心,0,qìn,xīn,tɕʰin,ɕin,0.0,1.0,0.0,0.0,1.0,1.0,0.0
梦,雪,0,mèng,xuě,məŋ,ɕɥɛ,0.5,0.0,0.0,0.0,1.0,0.5,0.5
若,0,0,ruò,0,ʐwo,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
丹,娜,0,dān,nà,tan,na,0.5,0.0,0.0,0.0,1.0,0.5,0.0
俊,昊,1,jùn,hào,tɕyn,xaw,0.5,0.5,0.0,0.5,1.0,1.0,0.5
万,艳,0,wàn,yàn,wan,jɛn,0.0,0.0,0.0,0.0,0.0,0,0
心,0,1,xīn,0,ɕin,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
丽,蓉,0,lì,róng,li,ʐuŋ,0.5,1.0,0.5,0.5,1.0,0.5,0.0
一,可,0,yī,kě,i,kʰɤ,1.0,0.5,0.5,0.0,0.5,1.0,1.0
军,0,1,jūn,0,tɕyn,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
宝,强,1,bǎo,qiáng,paw,tɕʰjɑŋ,0.5,0.0,0.5,0.0,1.0,1.0,0.5
丹,萌,0,dān,méng,tan,məŋ,0.0,0.0,0.0,0.0,1.0,0.5,0.5
媞,0,0,yǎo,0,jaw,0,1.0,0.0,0.0,0.0,0.0,0,0
柏,霖,1,bǎi,lín,paj,lin,0.5,0.5,0.0,0.0,1.0,0.5,0.5
翠,莲,0,cuì,lián,tsʰwej,ljɛn,0.5,0.0,0.0,0.0,1.0,0.5,0.0
瞳,0,0,tóng,0,tʰuŋ,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
子,0,1,zǐ,0,tsɿ,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
金,国,0,jīn,guó,tɕin,kwo,0.5,0.5,0.5,0.5,1.0,1.0,0.5
音,棋,0,yīn,qí,in,tɕʰi,0.5,1.0,0.0,0.0,0.5,1.0,0.0
志,翔,1,zhì,xiáng,tʂʅ,ɕjɑŋ,0.5,0.0,0.5,0.0,1.0,1.0,0.0
文,0,0,wén,0,wən,0,0.0,0.0,0.0,0.0,0.0,0,0
勇,0,1,yǒng,0,yŋ,0,0.0,1.0,0.0,1.0,0.0,0,0
国,强,1,guó,qiáng,kwo,tɕʰjɑŋ,0.5,0.0,1.0,0.5,1.0,1.0,0.5
赢,0,0,yíng,0,iŋ,0,0.0,1.0,0.0,0.0,0.0,0,0
谦,0,1,qiān,0,tɕʰjɛn,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
海,涛,1,hǎi,tāo,xaj,tʰaw,1.0,0.0,0.0,0.0,1.0,1.0,0.5
曼,妮,0,màn,nī,man,ni,0.5,0.5,0.0,0.0,1.0,0.0,0.5
倩,云,0,qiàn,yún,tɕʰjɛn,yn,0.0,0.5,0.0,0.5,0.5,1.0,0.0
文,娜,0,wén,nà,wən,na,0.5,0.0,0.0,0.0,0.5,0.0,0.0
羴,0,0,shān,0,ʂan,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
帅,0,0,shuài,0,ʂwaj,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
美,琦,0,měi,qí,mej,tɕʰi,1.0,0.5,0.0,0.0,1.0,0.5,0.5
子,洛,1,zǐ,luò,tsɿ,lwo,1.0,0.0,0.5,0.5,1.0,0.5,0.0
玮,庭,0,wěi,tíng,wej,tʰiŋ,0.5,0.5,0.0,0.0,0.5,1.0,0.0
佳,莉,0,jiā,lì,tɕja,li,1.0,0.5,0.0,0.0,1.0,0.5,0.0
大,炜,1,dà,wěi,ta,wej,1.0,0.0,0.0,0.0,0.5,1.0,0.0
文,骥,1,wén,jì,wən,tɕi,0.5,0.5,0.0,0.0,0.5,1.0,0.0
子,文,1,zǐ,wén,tsɿ,wən,0.5,0.0,0.0,0.0,0.5,1.0,0.0
欢,0,0,huān,0,xwan,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
木,0,1,mù,0,mu,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
霞,0,1,xiá,0,ɕja,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
月,0,0,yuè,0,ɥɛ,0,1.0,0.0,0.0,0.0,0.0,0,0
雨,岐,0,yǔ,qí,y,tɕʰi,1.0,1.0,0.0,0.5,0.5,1.0,0.0
崇,正,1,chóng,zhèng,tʂʰuŋ,tʂəŋ,0.0,0.5,0.5,0.5,1.0,1.0,0.0
梓,琪,0,zǐ,qí,tsɿ,tɕʰi,1.0,0.5,0.0,0.0,1.0,1.0,0.0
溢,0,1,yì,0,i,0,1.0,1.0,0.0,0.0,0.0,0,0
依,婷,1,yī,tíng,i,tʰiŋ,0.5,1.0,0.0,0.0,0.5,1.0,0.0
雪,婷,0,xuě,tíng,ɕɥɛ,tʰiŋ,0.5,0.5,0.0,0.0,1.0,1.0,0.0
紫,侨,0,zǐ,qiáo,tsɿ,tɕʰjaw,1.0,0.0,0.0,0.0,1.0,1.0,0.0
萌,0,0,méng,0,məŋ,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
洋,0,0,yáng,0,jɑŋ,0,0.0,0.0,1.0,0.0,0.0,0,0
朵,儿,0,duǒ,ér,two,ər,0.5,0.0,0.5,0.5,0.5,1.0,0.0
诗,雯,0,shī,wén,ʂʅ,wən,0.5,0.0,0.0,0.0,0.5,1.0,0.0
世,瑷,0,shì,ài,ʂʅ,aj,1.0,0.0,0.0,0.0,0.5,1.0,0.0
翊,歌,0,yì,gē,i,kɤ,1.0,0.5,0.5,0.0,0.5,1.0,1.0
郁,婷,0,yù,tíng,y,tʰiŋ,0.5,1.0,0.0,0.5,0.5,1.0,0.0
珊,0,0,shān,0,ʂan,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
佳,祺,0,jiā,qí,tɕja,tɕʰi,1.0,0.5,0.0,0.0,1.0,1.0,0.0
维,娜,0,wéi,nà,wej,na,1.0,0.0,0.0,0.0,0.5,0.0,0.0
融,莹,0,róng,yíng,ʐuŋ,iŋ,0.0,1.0,0.5,0.5,0.5,1.0,0.0
春,年,1,chūn,nián,tʂʰwən,njɛn,0.0,0.0,0.0,0.0,1.0,0.5,0.0
天,桥,1,tiān,qiáo,tʰjɛn,tɕʰjaw,0.5,0.0,0.0,0.0,1.0,1.0,0.0
觞,0,0,shāng,0,ʂaŋ,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
孟,宁,0,mèng,níng,məŋ,niŋ,0.0,0.5,0.0,0.0,1.0,0.0,0.5
爽,0,1,shuǎng,0,ʂwaŋ,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
晔,0,1,yè,0,jɛ,0,1.0,0.0,0.0,0.0,0.0,0,0
思,域,0,sī,yù,sɿ,y,1.0,0.5,0.0,0.5,0.5,1.0,0.0
逸,琨,0,yì,kūn,i,kʰwən,0.5,0.5,0.0,0.0,0.5,1.0,1.0
江,0,1,jiāng,0,tɕjɑŋ,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
珮,诗,0,pèi,shī,pʰej,ʂʅ,1.0,0.0,0.0,0.0,1.0,1.0,0.5
小,天,0,xiǎo,tiān,ɕjaw,tʰjɛn,0.5,0.0,0.0,0.0,1.0,1.0,0.0
晓,鸣,1,xiǎo,míng,ɕjaw,miŋ,0.5,0.5,0.0,0.0,1.0,0.5,0.5
天,骄,1,tiān,jiāo,tʰjɛn,tɕjaw,0.5,0.0,0.0,0.0,1.0,1.0,0.0
虎,0,1,hǔ,0,xu,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
依,霖,0,yī,lín,i,lin,0.5,1.0,0.0,0.0,0.5,0.0,0.0
艳,琳,0,yàn,lín,jɛn,lin,0.0,0.5,0.0,0.0,0.5,0.0,0.0
亮,0,1,liàng,0,ljɑŋ,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
志,娟,0,zhì,juān,tʂʅ,tɕɥan,0.5,0.0,0.0,0.0,1.0,1.0,0.0
良,0,1,liáng,0,ljɑŋ,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
润,发,1,rùn,fā,ʐwən,fa,0.5,0.0,0.0,0.0,1.0,1.0,0.5
子,蔡,1,zǐ,cài,tsɿ,tsʰaj,1.0,0.0,0.0,0.0,1.0,1.0,0.0
了,0,1,le,0,lɤ,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
正,永,1,zhèng,yǒng,tʂəŋ,yŋ,0.0,0.5,0.0,0.5,0.5,1.0,0.0
建,斌,1,jiàn,bīn,tɕjɛn,pin,0.0,0.5,0.0,0.0,1.0,1.0,0.5
潺,0,1,chán,0,tʂʰan,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
焕,昌,1,huàn,chāng,xwan,tʂʰaŋ,0.0,0.0,0.0,0.0,1.0,1.0,0.5
珏,0,1,jué,0,tɕɥɛ,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
宏,0,1,hóng,0,xuŋ,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
木,木,0,mù,mù,mu,mu,1.0,1.0,1.0,1.0,1.0,0.0,1.0
文,辉,1,wén,huī,wən,xwej,0.5,0.0,0.0,0.0,0.5,1.0,1.0
斌,0,1,bīn,0,pin,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
四,0,1,sì,0,sɿ,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
兵,0,1,bīng,0,piŋ,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
家,辉,1,jiā,huī,tɕja,xwej,1.0,0.0,0.0,0.0,1.0,1.0,0.5
夕,侨,0,xī,qiáo,ɕi,tɕʰjaw,1.0,0.5,0.0,0.0,1.0,1.0,0.0
雪,岩,0,xuě,yán,ɕɥɛ,jɛn,0.5,0.0,0.0,0.0,0.5,1.0,0.0
建,联,1,jiàn,lián,tɕjɛn,ljɛn,0.0,0.0,0.0,0.0,1.0,0.5,0.0
雨,奚,0,yǔ,xī,y,ɕi,1.0,1.0,0.0,0.5,0.5,1.0,0.0
彪,0,1,biāo,0,pjaw,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
宝,国,1,bǎo,guó,paw,kwo,1.0,0.0,0.5,0.5,1.0,1.0,1.0
子,淇,0,zǐ,qí,tsɿ,tɕʰi,1.0,0.5,0.0,0.0,1.0,1.0,0.0
彬,彬,1,bīn,bīn,pin,pin,0.0,1.0,0.0,0.0,1.0,1.0,1.0
蕊,含,0,ruǐ,hán,ʐwej,xan,0.5,0.0,0.0,0.0,1.0,1.0,0.5
远,0,1,yuǎn,0,ɥan,0,0.0,0.0,0.0,0.0,0.0,0,0
著,0,1,zhù,0,tʂu,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
莹,晶,0,yíng,jīng,iŋ,tɕiŋ,0.0,1.0,0.0,0.0,0.5,1.0,0.0
诗,雨,0,shī,yǔ,ʂʅ,y,1.0,0.5,0.0,0.5,0.5,1.0,0.0
盈,莹,0,yíng,yíng,iŋ,iŋ,0.0,1.0,0.0,0.0,0.0,0,0
庭,萱,0,tíng,xuān,tʰiŋ,ɕɥan,0.0,0.5,0.0,0.0,1.0,1.0,0.0
晓,光,1,xiǎo,guāng,ɕjaw,kwaŋ,0.5,0.0,0.0,0.0,1.0,1.0,0.5
子,君,0,zǐ,jūn,tsɿ,tɕyn,0.5,0.5,0.0,0.5,1.0,1.0,0.0
东,城,1,dōng,chéng,tuŋ,tʂʰəŋ,0.0,0.5,0.5,0.5,1.0,1.0,0.0
青,青,0,qīng,qīng,tɕʰiŋ,tɕʰiŋ,0.0,1.0,0.0,0.0,1.0,1.0,0.0
灿,0,1,càn,0,tsʰan,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
硕,0,1,shuò,0,ʂwo,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
书,瑶,0,shū,yáo,ʂu,jaw,1.0,0.5,0.5,0.5,0.5,1.0,0.0
星,驰,1,xīng,chí,ɕiŋ,tʂʰʅ,0.5,0.5,0.0,0.0,1.0,1.0,0.0
尔,夫,0,ěr,fū,ər,fu,0.5,0.5,0.5,0.5,0.5,1.0,1.0
佩,瑜,0,pèi,yú,pʰej,y,1.0,0.5,0.0,0.5,0.5,1.0,1.0
云,翔,1,yún,xiáng,yn,ɕjɑŋ,0.0,0.5,0.5,0.5,0.5,1.0,0.0
羽,0,1,yǔ,0,y,0,1.0,1.0,0.0,1.0,0.0,0,0
路,0,1,lù,0,lu,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
阳,0,1,yáng,0,jɑŋ,0,0.0,0.0,1.0,0.0,0.0,0,0
轶,可,0,yì,kě,i,kʰɤ,1.0,0.5,0.5,0.0,0.5,1.0,1.0
乃,吉,0,nǎi,jí,naj,tɕi,1.0,0.5,0.0,0.0,1.0,0.5,0.0
越,0,1,yuè,0,ɥɛ,0,1.0,0.0,0.0,0.0,0.0,0,0
苡,萱,0,yǐ,xuān,i,ɕɥan,0.5,0.5,0.0,0.0,0.5,1.0,0.0
丽,俐,0,lì,lì,li,li,1.0,1.0,0.0,0.0,1.0,0.0,0.0
蓓,0,1,bèi,0,pej,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
志,忆,0,zhì,yì,tʂʅ,i,1.0,0.5,0.0,0.0,0.5,1.0,0.0
晓,飞,1,xiǎo,fēi,ɕjaw,fej,1.0,0.0,0.0,0.0,1.0,1.0,0.5
光,羲,1,guāng,xī,kwaŋ,ɕi,0.5,0.5,0.0,0.0,1.0,1.0,0.5
国,强,1,guó,qiáng,kwo,tɕʰjɑŋ,0.5,0.0,1.0,0.5,1.0,1.0,0.5
圆,圆,0,yuán,yuán,ɥan,ɥan,0.0,0.0,0.0,0.0,0.0,0,0
旭,0,1,xù,0,ɕy,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
郗,0,1,xī,0,ɕi,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
宛,仪,0,wǎn,yí,wan,i,0.5,0.5,0.0,0.0,0.0,0,0
慧,文,0,huì,wén,xwej,wən,0.5,0.0,0.0,0.0,0.5,1.0,1.0
强,0,1,qiáng,0,tɕʰjɑŋ,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
